Season,Title,Airdate,Rating,Vote_count,Description
31,"Bobby, It's Cold Outside",15 Dec. 2019,6.6,356,"Sideshow Bob gets the role of Santa Claus at Santa's Village amusement park. Meanwhile, someone is stealing all the Christmas packages off people's front porches."
31,Hail to the Teeth,5 Jan. 2020,6.0,317,Homer and Marge attend Artie Ziff's wedding and become quite uncomfortable when they realize that his bride-to-be is a clone of Marge.
31,The Miseducation of Lisa Simpson,16 Feb. 2020,6.5,317,"The sea captain finds treasure for which he's been searching for 40 years, but City Hall claims it since it was in city limits. Marge convinces the townspeople to use the windfall to build a STEM school. Homer crusades against automation."
31,Frinkcoin,23 Feb. 2020,5.9,288,"Professor Frink invents a cryptocurrency that makes him the richest man in Springfield, a title Mr. Burns has no intention of giving up."
31,Bart the Bad Guy,1 Mar. 2020,7.3,386,"Bart uses spoilers for a superhero movie he saw to get what he wants, but two movie executives will stop at nothing to keep his knowledge secret."
31,Screenless,8 Mar. 2020,6.5,291,"Marge implements a limit on screen time for the whole family, only to realize she's the one addicted to screens."
31,Better Off Ned,15 Mar. 2020,6.5,276,"Jealous of Bart's bond with Ned, Homer mentors Nelson in retaliation, but an act of heroism helps Homer to regain Bart's respect."
31,Highway to Well,22 Mar. 2020,6.9,318,Marge gets a job at an upscale cannabis dispensary leading Homer to open a competing business that replicates the scuzzy days of scoring weed from and old-school pot connection.
31,The Incredible Lightness of Being a Baby,19 Apr. 2020,6.2,265,"Maggie reunites with baby Hudson, but Marge isn't too crazy about his mom. Homer befriends Cletus Spuckler who recently discovered a vast underground reserve of helium gas on his property, attracting unwanted attention from Mr. Burns."
31,Warrin' Priests,26 Apr. 2020,6.0,332,Reverend Lovejoy investigates the mysterious past of a new priest who's come to town and shaken things up at church.
31,Warrin' Priests Part 2,3 May 2020,5.7,296,"In Michigan, Reverend Lovejoy learns the true reason why Bode came to Springfield and the congregation must decide whether to banish their new priest."
31,The Hateful Eight-Year-Olds,10 May 2020,6.7,277,Lisa joins a group of rich girls when she makes a friend who loves horses; Homer takes Marge on a romantic cruise.
31,The Way of the Dog,17 May 2020,7.4,288,The Simpsons explore the tragic past of Santa's Little Helper when he bites Marge.
32,Episode #32.1,27 Sep. 2020,,,Know what this is about? Be the first one to add a plot.
